,row,col,plane,t,field,n,x,y,bacteria,ser_edge_tmrm,sdmean_tmrm,annexin647,hoechst,n_legio_per_cell,legio_area,infected,well_id,cell_lbl,growth
62925,5,4,1,8,12,2,268,1325,Lpp_dotA,0.357263,0.514095,116.072,226.272,20,9.09064,1,12,w12_f12_c2,0
63114,5,4,1,9,12,2,273,1334,Lpp_dotA,0.36921,0.450891,115.778,,8,10.7498,1,12,w12_f12_c2,0
60378,5,4,1,10,12,2,263,1227,Lpp_dotA,0.355913,0.433067,117.574,234.792,10,14.793,1,12,w12_f12_c2,0
60560,5,4,1,11,12,2,289,1218,Lpp_dotA,0.359693,0.436298,117.64,243.531,13,14.9327,1,12,w12_f12_c2,0
60743,5,4,1,12,12,2,298,1188,Lpp_dotA,0.351433,0.426926,117.826,244.799,6,8.26104,1,12,w12_f12_c2,0
60922,5,4,1,13,12,2,291,1183,Lpp_dotA,0.358293,0.495633,117.908,243.515,14,12.0335,1,12,w12_f12_c2,0
61100,5,4,1,14,12,2,286,1185,Lpp_dotA,0.357646,0.481384,118.37,237.875,11,14.0944,1,12,w12_f12_c2,0
61279,5,4,1,15,12,2,280,1155,Lpp_dotA,0.36581,0.469361,119.18,241.726,9,12.6186,1,12,w12_f12_c2,0
61459,5,4,1,16,12,2,269,1165,Lpp_dotA,0.370611,0.43003,118.658,,6,0.951853,1,12,w12_f12_c2,0
61647,5,4,1,17,12,2,277,1149,Lpp_dotA,0.364666,0.464363,120.643,242.333,7,10.1822,1,12,w12_f12_c2,0
60209,5,4,1,1,12,3,673,887,Lpp_dotA,0.331453,0.478174,121.504,589.69,1,0.934388,1,12,w12_f12_c3,0
61832,5,4,1,2,12,3,643,879,Lpp_dotA,0.392446,0.293243,122.484,773.205,2,6.05169,1,12,w12_f12_c3,0
62003,5,4,1,3,12,3,667,868,Lpp_dotA,0.357801,0.370808,123.227,935.984,2,4.75927,1,12,w12_f12_c3,0
62177,5,4,1,4,12,3,665,872,Lpp_dotA,0.354552,0.372871,123.855,1019.78,8,3.135,1,12,w12_f12_c3,0
62356,5,4,1,5,12,3,647,861,Lpp_dotA,0.365147,0.335477,124.808,1055.1,3,4.61955,1,12,w12_f12_c3,0
62543,5,4,1,6,12,3,672,864,Lpp_dotA,0.376394,0.310978,124.782,1121.45,2,6.14775,1,12,w12_f12_c3,0
62733,5,4,1,7,12,3,683,887,Lpp_dotA,0.38008,0.296115,126.316,1161.95,3,5.09111,1,12,w12_f12_c3,0
62926,5,4,1,8,12,3,670,881,Lpp_dotA,0.39546,0.273805,125.71,1125.66,6,3.02148,1,12,w12_f12_c3,0
63115,5,4,1,9,12,3,668,879,Lpp_dotA,0.387794,0.284944,127.427,1152.55,3,5.32689,1,12,w12_f12_c3,0
60379,5,4,1,10,12,3,680,759,Lpp_dotA,0.400332,0.253757,127.271,1166.84,3,6.05169,1,12,w12_f12_c3,0
60561,5,4,1,11,12,3,657,721,Lpp_dotA,0.392511,0.269083,127.538,1221.75,6,2.32287,1,12,w12_f12_c3,0
60744,5,4,1,12,12,3,684,725,Lpp_dotA,0.385516,0.282944,127.634,1226.85,3,2.67218,1,12,w12_f12_c3,0
60923,5,4,1,13,12,3,660,732,Lpp_dotA,0.375783,0.314278,128.564,1212.79,4,5.31815,1,12,w12_f12_c3,0
61101,5,4,1,14,12,3,665,738,Lpp_dotA,0.378758,0.321854,129.86,1219.79,3,4.27897,1,12,w12_f12_c3,0
61280,5,4,1,15,12,3,710,742,Lpp_dotA,0.383494,0.316369,131.202,1219.84,5,4.75927,1,12,w12_f12_c3,0
61460,5,4,1,16,12,3,701,738,Lpp_dotA,0.380607,0.284678,130.053,1236.53,5,7.18693,1,12,w12_f12_c3,0
61648,5,4,1,17,12,3,716,746,Lpp_dotA,0.367585,0.311854,132.854,1205.1,3,4.61955,1,12,w12_f12_c3,0
60210,5,4,1,1,12,4,1535,2063,Lpp_dotA,0.427942,0.313939,124.703,240.844,7,18.3734,1,12,w12_f12_c4,0
61833,5,4,1,2,12,4,1519,2063,Lpp_dotA,0.449345,0.247873,138.157,261.973,4,13.4395,1,12,w12_f12_c4,0
62004,5,4,1,3,12,4,1431,2097,Lpp_dotA,0.465716,0.168472,137.715,263.922,7,19.7095,1,12,w12_f12_c4,0
62178,5,4,1,4,12,4,1419,2106,Lpp_dotA,0.466014,0.13927,141.44,271.973,4,11.5532,1,12,w12_f12_c4,0
62357,5,4,1,5,12,4,1399,2105,Lpp_dotA,0.474081,0.145497,144.85,264.433,6,15.5528,1,12,w12_f12_c4,0
62544,5,4,1,6,12,4,1389,2096,Lpp_dotA,0.483064,0.135829,142.421,280.007,12,15.5266,1,12,w12_f12_c4,0
62734,5,4,1,7,12,4,1393,2106,Lpp_dotA,0.484065,0.13594,140.462,306.834,6,15.675,1,12,w12_f12_c4,0
62927,5,4,1,8,12,4,1393,2101,Lpp_dotA,0.478968,0.139349,142.504,279.602,12,15.413,1,12,w12_f12_c4,0
63116,5,4,1,9,12,4,1394,2103,Lpp_dotA,0.47665,0.123447,141.794,282.645,12,19.0021,1,12,w12_f12_c4,0
60380,5,4,1,10,12,4,1407,2001,Lpp_dotA,0.48888,0.122263,140.379,278.565,13,20.1985,1,12,w12_f12_c4,0
60562,5,4,1,11,12,4,1426,2001,Lpp_dotA,0.486478,0.11846,144.696,315.69,9,20.967,1,12,w12_f12_c4,0
60745,5,4,1,12,12,4,1499,1992,Lpp_dotA,0.485615,0.120801,145.073,317.536,8,19.9103,1,12,w12_f12_c4,0
60924,5,4,1,13,12,4,1427,2017,Lpp_dotA,0.478634,0.124812,143.139,291.971,9,17.3953,1,12,w12_f12_c4,0
61102,5,4,1,14,12,4,1443,2027,Lpp_dotA,0.482963,0.122657,144.473,284.846,7,17.0984,1,12,w12_f12_c4,0
61281,5,4,1,15,12,4,1457,2029,Lpp_dotA,0.484245,0.126001,144.217,273.689,14,16.6793,1,12,w12_f12_c4,0
61461,5,4,1,16,12,4,1489,2015,Lpp_dotA,0.474963,0.131992,145.196,304.978,14,24.4163,1,12,w12_f12_c4,0
61649,5,4,1,17,12,4,1512,2003,Lpp_dotA,0.475371,0.131252,145.349,272.818,13,17.1945,1,12,w12_f12_c4,0
61834,5,4,1,2,13,2,665,1631,Lpp_dotA,0.416613,0.233241,133.693,303.927,5,8.83739,1,12,w12_f13_c2,0
62005,5,4,1,3,13,2,697,1614,Lpp_dotA,0.421107,0.256851,134.977,336.499,6,11.4659,1,12,w12_f13_c2,0
62179,5,4,1,4,13,2,652,1537,Lpp_dotA,0.40064,0.321127,136.511,362.604,13,15.6052,1,12,w12_f13_c2,0
62358,5,4,1,5,13,2,609,1552,Lpp_dotA,0.410045,0.28242,141.733,423.947,8,11.3174,1,12,w12_f13_c2,0
62545,5,4,1,6,13,2,619,1511,Lpp_dotA,0.417239,0.250678,158.209,415.545,12,9.06444,1,12,w12_f13_c2,0
62735,5,4,1,7,13,2,642,1579,Lpp_dotA,0.437699,0.218356,166.624,443.065,13,12.5924,1,12,w12_f13_c2,0
62928,5,4,1,8,13,2,650,1606,Lpp_dotA,0.487439,0.100917,168.559,442.564,6,10.3569,1,12,w12_f13_c2,0
63117,5,4,1,9,13,2,639,1611,Lpp_dotA,0.484859,0.0937614,218.696,389.689,7,9.15176,1,12,w12_f13_c2,0
60381,5,4,1,10,13,2,665,1509,Lpp_dotA,0.496894,0.091501,218.258,475.266,3,5.85084,1,12,w12_f13_c2,0
60563,5,4,1,11,13,2,649,1463,Lpp_dotA,0.475714,0.123668,184.947,518.264,6,15.8759,1,12,w12_f13_c2,0
60746,5,4,1,12,13,2,660,1465,Lpp_dotA,0.462677,0.139779,182.999,498.606,9,15.4829,1,12,w12_f13_c2,0
60925,5,4,1,13,13,2,619,1473,Lpp_dotA,0.454875,0.158154,172.029,502.016,12,19.4213,1,12,w12_f13_c2,0
61103,5,4,1,14,13,2,626,1449,Lpp_dotA,0.451172,0.17394,175.014,475.859,10,19.3514,1,12,w12_f13_c2,0
61282,5,4,1,15,13,2,623,1448,Lpp_dotA,0.460644,0.152772,167.126,503.428,9,14.7581,1,12,w12_f13_c2,0
61462,5,4,1,16,13,2,616,1464,Lpp_dotA,0.447058,0.188329,167.489,491.326,7,12.2955,1,12,w12_f13_c2,0
61650,5,4,1,17,13,2,616,1452,Lpp_dotA,0.467864,0.135874,158.012,537.898,10,14.0857,1,12,w12_f13_c2,0
61835,5,4,1,2,13,3,1215,1810,Lpp_dotA,0.442969,0.187283,125.083,335.69,7,27.988,1,12,w12_f13_c3,0
62006,5,4,1,3,13,3,1198,1804,Lpp_dotA,0.450254,0.164245,125.77,368.052,6,30.0227,1,12,w12_f13_c3,0
62180,5,4,1,4,13,3,1189,1840,Lpp_dotA,0.459298,0.160924,125.066,344.993,9,36.3014,1,12,w12_f13_c3,0
62359,5,4,1,5,13,3,1184,1886,Lpp_dotA,0.458296,0.164282,125.066,367.95,8,33.2101,1,12,w12_f13_c3,0
62546,5,4,1,6,13,3,1172,1891,Lpp_dotA,0.464345,0.143437,125.811,382.111,8,38.9911,1,12,w12_f13_c3,0
62736,5,4,1,7,13,3,1183,1900,Lpp_dotA,0.459885,0.153044,126.194,396.747,9,37.9519,1,12,w12_f13_c3,0
62929,5,4,1,8,13,3,1185,1867,Lpp_dotA,0.469699,0.131025,126.251,432.726,11,33.4721,1,12,w12_f13_c3,0
63118,5,4,1,9,13,3,1176,1852,Lpp_dotA,0.479875,0.122559,126.785,375.72,11,30.0751,1,12,w12_f13_c3,0
60382,5,4,1,10,13,3,1208,1754,Lpp_dotA,0.472482,0.131819,127.479,424.204,10,30.7649,1,12,w12_f13_c3,0
60564,5,4,1,11,13,3,1228,1777,Lpp_dotA,0.458913,0.163852,126.699,430.192,6,39.1657,1,12,w12_f13_c3,0
60747,5,4,1,12,13,3,1264,1800,Lpp_dotA,0.451727,0.191023,127.481,417.925,8,33.4633,1,12,w12_f13_c3,0
60926,5,4,1,13,13,3,1226,1759,Lpp_dotA,0.440344,0.215194,126.859,461.987,8,35.6552,1,12,w12_f13_c3,0
61104,5,4,1,14,13,3,1261,1780,Lpp_dotA,0.446553,0.201294,127.166,384.116,10,32.1447,1,12,w12_f13_c3,0
61283,5,4,1,15,13,3,1263,1808,Lpp_dotA,0.440565,0.195232,126.686,428.507,11,34.2755,1,12,w12_f13_c3,0
61463,5,4,1,16,13,3,1261,1817,Lpp_dotA,0.442676,0.198827,126.797,409.277,12,32.5551,1,12,w12_f13_c3,0
61651,5,4,1,17,13,3,1265,1818,Lpp_dotA,0.446091,0.208784,126.237,467.67,8,30.4593,1,12,w12_f13_c3,0
61836,5,4,1,2,13,4,1599,1816,Lpp_dotA,0.435556,0.239117,122.424,311.661,12,21.8839,1,12,w12_f13_c4,0
62007,5,4,1,3,13,4,1662,1815,Lpp_dotA,0.472354,0.18993,122.377,329.237,10,18.9759,1,12,w12_f13_c4,0
62181,5,4,1,4,13,4,1668,1849,Lpp_dotA,0.415211,0.386076,121.564,370.24,13,22.338,1,12,w12_f13_c4,0
62360,5,4,1,5,13,4,1694,1787,Lpp_dotA,0.413535,0.426928,133.998,389.683,8,32.8346,1,12,w12_f13_c4,0
62547,5,4,1,6,13,4,1670,1853,Lpp_dotA,0.40865,0.386392,128.981,363.593,10,33.2712,1,12,w12_f13_c4,0
62737,5,4,1,7,13,4,1678,1823,Lpp_dotA,0.398565,0.408337,133.24,394.39,8,29.0796,1,12,w12_f13_c4,0
62930,5,4,1,8,13,4,1676,1846,Lpp_dotA,0.400393,0.417732,126.659,427.501,14,28.4159,1,12,w12_f13_c4,0
63119,5,4,1,9,13,4,1670,1851,Lpp_dotA,0.418068,0.327506,127.871,344.998,5,23.0104,1,12,w12_f13_c4,0
60383,5,4,1,10,13,4,1681,1739,Lpp_dotA,0.46612,0.174691,134.064,397.351,15,19.3602,1,12,w12_f13_c4,0
60565,5,4,1,11,13,4,1678,1748,Lpp_dotA,0.466887,0.159429,135.6,418.188,9,19.561,1,12,w12_f13_c4,0
60748,5,4,1,12,13,4,1660,1738,Lpp_dotA,0.478879,0.146665,148.111,437.277,7,18.9497,1,12,w12_f13_c4,0
60927,5,4,1,13,13,4,1654,1750,Lpp_dotA,0.473575,0.154221,136.169,463.876,4,15.055,1,12,w12_f13_c4,0
61105,5,4,1,14,13,4,1659,1751,Lpp_dotA,0.472024,0.15801,143.6,413.487,9,22.3729,1,12,w12_f13_c4,0
61284,5,4,1,15,13,4,1671,1743,Lpp_dotA,0.463704,0.18712,132.748,446.661,8,15.4829,1,12,w12_f13_c4,0
61464,5,4,1,16,13,4,1672,1750,Lpp_dotA,0.469174,0.171525,131.496,471.064,9,20.1112,1,12,w12_f13_c4,0
61652,5,4,1,17,13,4,1662,1752,Lpp_dotA,0.466899,0.181154,129.518,531.689,9,15.0375,1,12,w12_f13_c4,0
62182,5,4,1,4,13,5,274,1856,Lpp_dotA,0.357181,0.435472,127.932,217.515,4,9.52727,1,12,w12_f13_c5,0
62361,5,4,1,5,13,5,281,1803,Lpp_dotA,0.386099,0.353958,126.192,,4,7.65849,1,12,w12_f13_c5,0
62548,5,4,1,6,13,5,336,1806,Lpp_dotA,0.356048,0.390169,130.176,218.272,4,7.0996,1,12,w12_f13_c5,0
62738,5,4,1,7,13,5,311,1743,Lpp_dotA,0.368234,0.357372,133.122,231.364,3,7.21313,1,12,w12_f13_c5,0
62931,5,4,1,8,13,5,155,1840,Lpp_dotA,0.384631,0.299692,129.696,215.184,6,11.0293,1,12,w12_f13_c5,0
63120,5,4,1,9,13,5,182,1885,Lpp_dotA,0.363296,0.395164,131.946,,4,9.41374,1,12,w12_f13_c5,0
60384,5,4,1,10,13,5,292,1691,Lpp_dotA,0.368917,0.374269,137.737,244.597,3,7.39651,1,12,w12_f13_c5,0
60566,5,4,1,11,13,5,319,1688,Lpp_dotA,0.372542,0.37612,131.936,256.53,4,7.28299,1,12,w12_f13_c5,0
60749,5,4,1,12,13,5,297,1698,Lpp_dotA,0.364953,0.414177,131.863,253.973,3,7.08214,1,12,w12_f13_c5,0
60928,5,4,1,13,13,5,287,1701,Lpp_dotA,0.363832,0.415422,129.539,253.259,6,1.61553,1,12,w12_f13_c5,0
61106,5,4,1,14,13,5,286,1719,Lpp_dotA,0.357442,0.471295,130.54,249.935,3,5.78098,1,12,w12_f13_c5,0
61285,5,4,1,15,13,5,286,1733,Lpp_dotA,0.368381,0.406438,128.368,253.913,2,7.75455,1,12,w12_f13_c5,0
61465,5,4,1,16,13,5,304,1688,Lpp_dotA,0.352117,0.436376,133.724,256.059,3,7.02974,1,12,w12_f13_c5,0
61653,5,4,1,17,13,5,287,1693,Lpp_dotA,0.365196,0.448779,160.956,265.588,3,8.98585,1,12,w12_f13_c5,0
60112,5,4,1,0,14,1,507,384,Lpp_dotA,0.371748,0.393761,121.977,,4,7.62356,1,12,w12_f14_c1,0
60212,5,4,1,1,14,1,450,360,Lpp_dotA,0.40241,0.310505,116.778,288.334,5,10.8896,1,12,w12_f14_c1,0
61837,5,4,1,2,14,1,459,275,Lpp_dotA,0.395542,0.293794,116.727,278.811,6,16.819,1,12,w12_f14_c1,0
62008,5,4,1,3,14,1,470,310,Lpp_dotA,0.441223,0.204259,116.479,304.411,9,21.0281,1,12,w12_f14_c1,0
62183,5,4,1,4,14,1,437,298,Lpp_dotA,0.449413,0.200321,116.379,316.177,7,22.7834,1,12,w12_f14_c1,0
62362,5,4,1,5,14,1,422,262,Lpp_dotA,0.426608,0.236813,116.739,334.761,7,18.7576,1,12,w12_f14_c1,0
62549,5,4,1,6,14,1,395,219,Lpp_dotA,0.44718,0.202536,115.919,339.004,5,16.5657,1,12,w12_f14_c1,0
62739,5,4,1,7,14,1,422,288,Lpp_dotA,0.420981,0.25877,116.983,342.925,6,19.596,1,12,w12_f14_c1,0
62932,5,4,1,8,14,1,430,286,Lpp_dotA,0.442944,0.228489,116.28,344.805,6,15.7449,1,12,w12_f14_c1,0
63123,5,4,1,9,14,1,417,342,Lpp_dotA,0.44484,0.223837,116.374,341.78,7,16.2339,1,12,w12_f14_c1,0
60385,5,4,1,10,14,1,444,150,Lpp_dotA,0.459709,0.161595,115.755,325.898,7,18.1813,1,12,w12_f14_c1,0
60567,5,4,1,11,14,1,458,141,Lpp_dotA,0.477159,0.135565,116.65,317.59,7,11.789,1,12,w12_f14_c1,0
60750,5,4,1,12,14,1,425,118,Lpp_dotA,0.449553,0.177398,116.52,321.944,8,21.4123,1,12,w12_f14_c1,0
60929,5,4,1,13,14,1,427,186,Lpp_dotA,0.455018,0.188895,115.929,327.219,8,21.2988,1,12,w12_f14_c1,0
61107,5,4,1,14,14,1,447,133,Lpp_dotA,0.453675,0.178054,115.511,331.227,3,7.78075,1,12,w12_f14_c1,0
61286,5,4,1,15,14,1,421,100,Lpp_dotA,0.454086,0.174887,114.721,338.836,2,4.25278,1,12,w12_f14_c1,0
61467,5,4,1,16,14,1,401,89,Lpp_dotA,0.434991,0.198835,115.394,324.624,5,6.25254,1,12,w12_f14_c1,0
61655,5,4,1,17,14,1,403,90,Lpp_dotA,0.455074,0.184512,117.402,325.713,9,10.1124,1,12,w12_f14_c1,0
60213,5,4,1,1,14,10,1741,575,Lpp_dotA,0.290543,0.597052,128.718,310.001,2,3.03894,1,12,w12_f14_c10,0
61838,5,4,1,2,14,10,1731,580,Lpp_dotA,0.291862,0.59536,127.776,385.996,6,5.95563,1,12,w12_f14_c10,0
62009,5,4,1,3,14,10,1721,564,Lpp_dotA,0.29586,0.578679,131.169,537.236,4,3.35332,1,12,w12_f14_c10,0
62184,5,4,1,4,14,10,1708,565,Lpp_dotA,0.303717,0.555273,127.637,629.22,6,2.19188,1,12,w12_f14_c10,0
62363,5,4,1,5,14,10,1720,554,Lpp_dotA,0.306423,0.58355,126.376,638.634,6,4.86406,1,12,w12_f14_c10,0
62550,5,4,1,6,14,10,1723,553,Lpp_dotA,0.321525,0.497085,128.285,722.328,1,0.183385,1,12,w12_f14_c10,0
62740,5,4,1,7,14,10,1727,557,Lpp_dotA,0.301549,0.543424,127.626,603.96,2,1.66793,1,12,w12_f14_c10,0
62933,5,4,1,8,14,10,1727,553,Lpp_dotA,0.333217,0.444598,122.561,692.173,1,1.50201,1,12,w12_f14_c10,0
63124,5,4,1,9,14,10,1730,548,Lpp_dotA,0.319056,0.437167,121.726,577.795,2,2.04343,1,12,w12_f14_c10,0
60386,5,4,1,10,14,10,1739,441,Lpp_dotA,0.333139,0.439974,123.167,522.598,5,7.01228,1,12,w12_f14_c10,0
60568,5,4,1,11,14,10,1749,431,Lpp_dotA,0.338217,0.409438,128.216,456.132,4,6.15648,1,12,w12_f14_c10,0
60751,5,4,1,12,14,10,1760,426,Lpp_dotA,0.341773,0.445795,128.625,428.769,6,4.3663,1,12,w12_f14_c10,0
60930,5,4,1,13,14,10,1758,422,Lpp_dotA,0.35499,0.429375,129.347,454.684,2,3.07388,1,12,w12_f14_c10,0
61108,5,4,1,14,14,10,1749,435,Lpp_dotA,0.370433,0.352285,122.675,447.142,5,5.83338,1,12,w12_f14_c10,0
61287,5,4,1,15,14,10,1753,441,Lpp_dotA,0.365129,0.363051,122.561,418.806,3,3.65023,1,12,w12_f14_c10,0
61468,5,4,1,16,14,10,1766,421,Lpp_dotA,0.355385,0.386113,122.117,404.93,7,3.5629,1,12,w12_f14_c10,0
61656,5,4,1,17,14,10,1758,416,Lpp_dotA,0.362622,0.362856,121.901,383.465,4,8.62781,1,12,w12_f14_c10,0
60214,5,4,1,1,14,11,430,1293,Lpp_dotA,0.519064,0.039027,126.176,,0,0.0,0,12,w12_f14_c11,0
61839,5,4,1,2,14,11,430,1287,Lpp_dotA,0.537494,0.0395358,126.569,,0,0.0,0,12,w12_f14_c11,0
62010,5,4,1,3,14,11,426,1283,Lpp_dotA,0.517822,0.0409549,125.711,,0,0.0,0,12,w12_f14_c11,0
62185,5,4,1,4,14,11,423,1280,Lpp_dotA,0.534433,0.0421168,126.529,,0,0.0,0,12,w12_f14_c11,0
62364,5,4,1,5,14,11,423,1277,Lpp_dotA,0.520512,0.0450415,125.484,,0,0.0,0,12,w12_f14_c11,0
62551,5,4,1,6,14,11,420,1275,Lpp_dotA,0.528655,0.0437034,123.683,,0,0.0,0,12,w12_f14_c11,0
62741,5,4,1,7,14,11,427,1276,Lpp_dotA,0.536895,0.0429952,126.968,,0,0.0,0,12,w12_f14_c11,0
62934,5,4,1,8,14,11,422,1277,Lpp_dotA,0.534755,0.0437418,124.173,,0,0.0,0,12,w12_f14_c11,0
63125,5,4,1,9,14,11,424,1276,Lpp_dotA,0.531026,0.0434207,124.72,,0,0.0,0,12,w12_f14_c11,0
60215,5,4,1,1,14,12,1852,1794,Lpp_dotA,0.385994,0.326626,118.839,232.279,3,4.60208,1,12,w12_f14_c12,0
61840,5,4,1,2,14,12,1938,1785,Lpp_dotA,0.408287,0.328757,118.259,264.785,8,18.5306,1,12,w12_f14_c12,0
62011,5,4,1,3,14,12,1916,1789,Lpp_dotA,0.387856,0.331284,119.042,290.745,4,12.9941,1,12,w12_f14_c12,0
62186,5,4,1,4,14,12,1906,1750,Lpp_dotA,0.36264,0.372257,119.344,295.501,5,19.4824,1,12,w12_f14_c12,0
62365,5,4,1,5,14,12,1899,1762,Lpp_dotA,0.357939,0.407684,118.771,337.885,2,11.2651,1,12,w12_f14_c12,0
62552,5,4,1,6,14,12,1880,1743,Lpp_dotA,0.387455,0.320054,118.602,397.494,7,15.4043,1,12,w12_f14_c12,0
62742,5,4,1,7,14,12,1882,1732,Lpp_dotA,0.39559,0.321304,119.253,388.855,4,17.7708,1,12,w12_f14_c12,0
62935,5,4,1,8,14,12,1848,1756,Lpp_dotA,0.410048,0.295201,118.956,390.568,2,13.1513,1,12,w12_f14_c12,0
63126,5,4,1,9,14,12,1837,1754,Lpp_dotA,0.39998,0.303006,119.715,400.138,2,14.8018,1,12,w12_f14_c12,0
60387,5,4,1,10,14,12,1829,1659,Lpp_dotA,0.40114,0.299649,120.33,382.505,4,14.531,1,12,w12_f14_c12,0
60569,5,4,1,11,14,12,1826,1706,Lpp_dotA,0.405137,0.311689,121.846,377.684,4,14.7668,1,12,w12_f14_c12,0
60752,5,4,1,12,14,12,1868,1640,Lpp_dotA,0.399342,0.30472,120.782,325.491,3,12.051,1,12,w12_f14_c12,0
60931,5,4,1,13,14,12,1809,1688,Lpp_dotA,0.411645,0.273012,121.389,367.068,3,15.3082,1,12,w12_f14_c12,0
61109,5,4,1,14,14,12,1857,1596,Lpp_dotA,0.413844,0.26255,121.508,353.596,5,13.7975,1,12,w12_f14_c12,0
61288,5,4,1,15,14,12,1843,1587,Lpp_dotA,0.414759,0.276933,122.167,393.105,9,10.2695,1,12,w12_f14_c12,0
61469,5,4,1,16,14,12,1841,1616,Lpp_dotA,0.427915,0.268644,122.012,372.103,3,11.3174,1,12,w12_f14_c12,0
61657,5,4,1,17,14,12,1829,1615,Lpp_dotA,0.426345,0.269263,122.405,351.843,2,14.5485,1,12,w12_f14_c12,0
60216,5,4,1,1,14,13,1185,1928,Lpp_dotA,0.322788,0.622311,123.624,222.91,5,9.67572,1,12,w12_f14_c13,0
61841,5,4,1,2,14,13,1185,1904,Lpp_dotA,0.332874,0.52203,124.48,239.773,6,10.3743,1,12,w12_f14_c13,0
62012,5,4,1,3,14,13,1195,1909,Lpp_dotA,0.339969,0.540303,124.749,257.515,6,8.56668,1,12,w12_f14_c13,0
62187,5,4,1,4,14,13,1183,1907,Lpp_dotA,0.3338,0.513546,124.774,252.253,6,8.52302,1,12,w12_f14_c13,0
62366,5,4,1,5,14,13,1177,1899,Lpp_dotA,0.347687,0.460257,125.268,256.085,6,7.43144,1,12,w12_f14_c13,0
62553,5,4,1,6,14,13,1180,1890,Lpp_dotA,0.337721,0.459817,125.67,265.506,9,8.56668,1,12,w12_f14_c13,0
62743,5,4,1,7,14,13,1218,1929,Lpp_dotA,0.346153,0.456571,125.577,250.329,7,8.22611,1,12,w12_f14_c13,0
62936,5,4,1,8,14,13,1203,1925,Lpp_dotA,0.348234,0.455128,125.774,253.896,6,7.53623,1,12,w12_f14_c13,0
63127,5,4,1,9,14,13,1172,1898,Lpp_dotA,0.343507,0.470379,125.978,252.369,3,6.20888,1,12,w12_f14_c13,0
60388,5,4,1,10,14,13,1210,1812,Lpp_dotA,0.347835,0.50006,126.55,265.465,5,7.16073,1,12,w12_f14_c13,0
60570,5,4,1,11,14,13,1206,1765,Lpp_dotA,0.328681,0.538978,129.36,266.719,6,4.65448,1,12,w12_f14_c13,0
60753,5,4,1,12,14,13,1229,1809,Lpp_dotA,0.332208,0.605371,127.494,263.409,4,6.91622,1,12,w12_f14_c13,0
60932,5,4,1,13,14,13,1217,1797,Lpp_dotA,0.328452,0.585661,128.055,269.786,6,7.57116,1,12,w12_f14_c13,0
61110,5,4,1,14,14,13,1208,1776,Lpp_dotA,0.340867,0.524086,128.46,271.711,6,8.19118,1,12,w12_f14_c13,0
61289,5,4,1,15,14,13,1219,1790,Lpp_dotA,0.342144,0.539882,129.26,279.107,6,9.62332,1,12,w12_f14_c13,0
61470,5,4,1,16,14,13,1236,1810,Lpp_dotA,0.336144,0.542483,129.82,271.06,5,9.1343,1,12,w12_f14_c13,0
61658,5,4,1,17,14,13,1246,1825,Lpp_dotA,0.346575,0.519861,131.384,260.755,5,9.62332,1,12,w12_f14_c13,0
60217,5,4,1,1,14,14,822,2033,Lpp_dotA,0.421116,0.247806,121.155,259.117,1,3.1874,1,12,w12_f14_c14,0
61842,5,4,1,2,14,14,841,2045,Lpp_dotA,0.431594,0.221379,124.327,290.424,4,3.85981,1,12,w12_f14_c14,0
62013,5,4,1,3,14,14,845,2016,Lpp_dotA,0.429649,0.209562,123.833,336.929,2,2.46259,1,12,w12_f14_c14,0
62188,5,4,1,4,14,14,840,2012,Lpp_dotA,0.457857,0.158793,126.541,342.759,7,5.09984,1,12,w12_f14_c14,0
62367,5,4,1,5,14,14,870,1957,Lpp_dotA,0.447888,0.175754,126.102,396.858,4,7.16946,1,12,w12_f14_c14,0
62554,5,4,1,6,14,14,856,2028,Lpp_dotA,0.459562,0.162186,123.805,380.196,3,5.76352,1,12,w12_f14_c14,0
62744,5,4,1,7,14,14,856,1991,Lpp_dotA,0.445415,0.173712,125.286,356.224,2,3.45811,1,12,w12_f14_c14,0
62937,5,4,1,8,14,14,830,2016,Lpp_dotA,0.446017,0.168872,125.157,351.904,3,3.10881,1,12,w12_f14_c14,0
63128,5,4,1,9,14,14,797,2086,Lpp_dotA,0.444296,0.180781,125.765,340.274,1,1.49327,1,12,w12_f14_c14,0
60389,5,4,1,10,14,14,853,1983,Lpp_dotA,0.422691,0.239621,126.836,451.009,1,2.31414,1,12,w12_f14_c14,0
60571,5,4,1,11,14,14,886,1965,Lpp_dotA,0.44143,0.203351,127.778,475.774,1,3.25726,1,12,w12_f14_c14,0
60754,5,4,1,12,14,14,917,1969,Lpp_dotA,0.440102,0.193901,130.743,447.952,3,4.90772,1,12,w12_f14_c14,0
60933,5,4,1,13,14,14,882,1989,Lpp_dotA,0.445803,0.199516,128.419,411.205,3,5.13477,1,12,w12_f14_c14,0
61111,5,4,1,14,14,14,881,1943,Lpp_dotA,0.450055,0.200775,128.302,414.474,1,1.59807,1,12,w12_f14_c14,0
61290,5,4,1,15,14,14,902,1957,Lpp_dotA,0.458008,0.185636,128.987,414.736,2,4.11305,1,12,w12_f14_c14,0
61471,5,4,1,16,14,14,871,1963,Lpp_dotA,0.462201,0.198202,129.745,340.249,3,3.39698,1,12,w12_f14_c14,0
61659,5,4,1,17,14,14,874,1956,Lpp_dotA,0.451811,0.202691,130.173,330.355,1,1.51074,1,12,w12_f14_c14,0
