Database Name	Opera_Phenix_1
Database Link	http://157.99.122.161/ODA/OdaService.asmx
Evaluation Signature	e740a9c8-6ba9-4899-a4ca-d0a2745e5893
Plate Name	EP149
Measurement	Measurement 1
Evaluation	Evaluation10
Population	Population - Tracked Real_Nuclei

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Bacteria	Tracked Real_Nuclei - Age [s]	Tracked Real_Nuclei - Current Displacement X [µm]	Tracked Real_Nuclei - Current Displacement Y [µm]	Tracked Real_Nuclei - Track Point X	Tracked Real_Nuclei - Track Point Y	Tracked Real_Nuclei - Current Speed [µm/s]	
4	5	1	13	1	27	648	2107	[561,2040,795,2158]	-37.54	300.92	Lpp WT	0	0	0	678	2116	0.000110093	
4	5	1	14	1	5	1526	1441	[1274,1177,1761,1722]	41.45	364.08	Lpp WT	50404.4	0.56069	31.679	1523	1440	4.2006E-05	
4	5	1	14	1	6	261	1024	[1,759,536,1341]	-78.64	402.88	Lpp WT	50404.4	1.58862	-17.288	238	1025	5.80508E-05	
4	5	1	14	1	7	758	916	[533,706,958,1155]	-31.28	412.57	Lpp WT	50404.4	-2.80345	-20.3717	745	921	0.000824661	
4	5	1	14	1	9	1064	1512	[776,1230,1331,1762]	-0.13	360.18	Lpp WT	50404.4	3.64449	-12.709	1078	1481	8.82597E-05	
4	5	1	14	1	10	203	1602	[82,1494,311,1722]	-82.03	348.05	Lpp WT	50404.4	-7.28897	-17.0076	202	1611	5.40287E-05	
4	5	1	14	1	12	2086	592	[1985,461,2158,699]	94.81	444.17	Lpp WT	46805	0.747587	-11.1204	2094	583	0.000143375	
4	5	1	14	1	15	966	575	[774,426,1328,809]	-2.74	444.2	Lpp WT	43203.5	-0.467242	-16.8207	1050	582	0.00148001	
4	5	1	14	1	20	931	216	[702,1,1239,461]	-11.27	476.67	Lpp WT	14320.4	-1.30828	3.36414	959	235	0.000215684	
4	5	1	14	1	23	683	71	[550,1,799,142]	-37.43	493.4	Lpp WT	7202.8	-0.654139	0	679	56	0.000111571	
4	5	1	14	1	24	81	424	[1,189,163,604]	-94.54	460.24	Lpp WT	7202.8	-0.373794	-1.77552	68	411	0.000441838	
4	5	1	14	1	25	1516	1011	[1360,801,1690,1200]	42.02	404.11	Lpp WT	7202.8	0.186897	0.934484	1529	1011	0.000178863	
4	5	1	14	1	26	511	1865	[158,1629,793,2113]	-56.06	323.39	Lpp WT	3601.21	0.0934484	-0.280345	480	1875	5.94054E-05	
4	5	1	14	1	27	677	2098	[555,2034,802,2158]	-37.26	301.16	Lpp WT	3601.21	0.280345	-0.280345	681	2113	0.000110093	
4	5	1	14	1	28	1068	756	[922,659,1269,905]	1.86	424.95	Lpp WT	0	0	0	1099	788	2.59731E-05	
4	5	1	15	1	5	1530	1442	[1267,1186,1762,1718]	41.51	363.86	Lpp WT	54002.3	0.654139	31.8659	1524	1442	0.00203329	
4	5	1	15	1	6	253	1016	[1,760,523,1339]	-78.81	402.95	Lpp WT	54002.3	1.40173	-17.3814	236	1024	8.41042E-05	
4	5	1	15	1	7	733	826	[573,710,954,1094]	-28.08	417.28	Lpp WT	54002.3	0.373794	-25.1376	779	870	0.00108858	
4	5	1	15	1	9	1065	1516	[779,1227,1333,1772]	-0.01	360.28	Lpp WT	54002.3	3.73794	-12.8024	1079	1480	6.51647E-05	
4	5	1	15	1	10	205	1600	[88,1496,316,1721]	-81.74	347.93	Lpp WT	54002.3	-7.00863	-16.9142	205	1612	8.21342E-05	
4	5	1	15	1	12	2077	574	[1947,456,2158,718]	93.81	444.07	Lpp WT	50402.9	-0.280345	-11.0269	2083	584	0.000338111	
4	5	1	15	1	15	1013	552	[782,428,1327,807]	-1.7	444.48	Lpp WT	46801.4	0.56069	-17.1011	1061	579	0.000395005	
4	5	1	15	1	20	934	218	[701,1,1243,457]	-11.52	476.57	Lpp WT	17918.3	-1.58862	3.45759	956	236	0.000118941	
4	5	1	15	1	23	682	70	[554,1,799,140]	-37.05	493.32	Lpp WT	10800.7	-0.280345	0.0934484	683	57	0.00010709	
4	5	1	15	1	24	78	429	[1,156,158,631]	-95.17	461.22	Lpp WT	10800.7	-1.02793	-2.80345	61	400	0.000391469	
4	5	1	15	1	25	1526	1030	[1362,800,1692,1230]	42.07	403.48	Lpp WT	10800.7	0.280345	1.58862	1530	1018	0.000262541	
4	5	1	15	1	26	511	1866	[160,1629,795,2126]	-55.95	323.34	Lpp WT	7199.1	0.186897	-0.186897	481	1876	0.000691528	
4	5	1	15	1	28	1065	757	[925,658,1272,902]	1.83	425.08	Lpp WT	3597.89	0	-0.0934484	1099	787	0.000396544	
4	5	1	15	1	29	695	974	[542,884,852,1146]	-36.34	404.38	Lpp WT	0	0	0	691	1008	0.000453999	
4	5	1	16	1	5	1395	1482	[1267,1264,1474,1625]	27.11	364.89	Lpp WT	57602.9	-13.7369	30.838	1370	1431	0.00391309	
4	5	1	16	1	6	249	1012	[1,759,516,1334]	-79.06	403.17	Lpp WT	57602.9	1.12138	-17.6617	233	1021	0.000130736	
4	5	1	16	1	7	738	827	[573,708,952,1086]	-30.1	417.81	Lpp WT	57602.9	-1.68207	-25.6049	757	865	0.00103573	
4	5	1	16	1	9	1072	1500	[780,1227,1333,1750]	0.11	360.56	Lpp WT	57602.9	3.92483	-13.0828	1081	1477	0.000112969	
4	5	1	16	1	12	2087	583	[1984,453,2158,693]	94.89	444.87	Lpp WT	54003.5	0.841035	-11.8679	2095	575	0.000277772	
4	5	1	16	1	15	1007	560	[829,426,1326,887]	-1.8	442.74	Lpp WT	50402	0.467242	-15.3255	1060	598	0.00123744	
4	5	1	16	1	20	941	224	[698,1,1236,470]	-12.07	476.58	Lpp WT	21518.9	-2.14931	3.45759	950	236	0.000172351	
4	5	1	16	1	24	76	408	[1,215,155,616]	-95.36	459.68	Lpp WT	14401.3	-1.21483	-1.21483	59	417	0.000448802	
4	5	1	16	1	25	1519	1008	[1360,798,1685,1185]	41.96	404.74	Lpp WT	14401.3	0.0934484	0.373794	1528	1005	0.000183678	
4	5	1	16	1	26	513	1859	[112,1562,781,2118]	-59.62	326.35	Lpp WT	10799.7	-3.55104	-3.27069	441	1843	0.00071978	
4	5	1	16	1	28	1080	750	[981,658,1267,899]	4.31	426.22	Lpp WT	7198.51	2.52311	-1.21483	1126	775	0.000766834	
4	5	1	16	1	29	721	979	[542,918,886,1143]	-34.94	403.62	Lpp WT	3600.62	1.40173	0.841035	706	1017	0.000453999	
4	5	1	17	1	5	1522	1436	[1272,1174,1754,1710]	40.87	364.33	Lpp WT	61202.7	0	31.3987	1517	1437	0.00381916	
4	5	1	17	1	6	244	1009	[1,763,529,1330]	-78.84	403.71	Lpp WT	61202.7	1.40173	-18.129	236	1016	0.000151366	
4	5	1	17	1	7	756	909	[531,703,954,1150]	-31.92	412.69	Lpp WT	61202.7	-3.45759	-20.5586	738	919	0.00148603	
4	5	1	17	1	9	1067	1495	[781,1227,1326,1740]	-0.36	360.7	Lpp WT	61202.7	3.45759	-13.1762	1076	1476	0.000132366	
4	5	1	17	1	12	2085	584	[2006,453,2158,689]	95.28	445.36	Lpp WT	57603.4	1.21483	-12.3352	2099	570	0.000166219	
4	5	1	17	1	15	1025	651	[835,457,1295,909]	-1.15	435.59	Lpp WT	54001.8	1.12138	-8.22346	1067	674	0.00198124	
4	5	1	17	1	20	943	232	[694,1,1235,500]	-12.32	475.93	Lpp WT	25118.8	-2.33621	4.11173	948	243	0.000188985	
4	5	1	17	1	24	79	377	[1,155,157,616]	-95.03	461.27	Lpp WT	18001.2	-0.841035	-2.80345	63	400	0.000453355	
4	5	1	17	1	25	1514	1008	[1357,797,1682,1193]	41.85	404.71	Lpp WT	18001.2	0	0.373794	1527	1005	2.5959E-05	
4	5	1	17	1	26	513	1855	[107,1559,776,2115]	-59.93	326.53	Lpp WT	14399.6	-3.83138	-3.45759	438	1841	9.35966E-05	
4	5	1	0	2	1	617	140	[359,50,893,241]	-638.2	1280.76	Lpp WT	0	0	0	634	143	0.00138285	
4	5	1	0	2	2	1662	182	[1513,1,1861,307]	-539.1	1279.66	Lpp WT	0	0	0	1695	155	0.00163955	
4	5	1	0	2	3	1176	120	[998,1,1497,347]	-579.84	1280.64	Lpp WT	0	0	0	1259	144	0.00119681	
4	5	1	0	2	4	983	498	[895,428,1057,568]	-606.54	1247.58	Lpp WT	0	0	0	973	498	NaN	
4	5	1	0	2	5	1103	613	[1022,531,1201,695]	-593.81	1236.86	Lpp WT	0	0	0	1109	613	0.00183619	
4	5	1	0	2	6	1657	720	[1567,635,1777,805]	-541.96	1226.61	Lpp WT	0	0	0	1664	722	0.00290328	
4	5	1	0	2	7	416	899	[364,809,487,1022]	-658.74	1208.29	Lpp WT	0	0	0	415	918	0.00210361	
4	5	1	0	2	8	547	944	[431,831,656,1051]	-646.94	1205.37	Lpp WT	0	0	0	541	949	NaN	
4	5	1	0	2	9	234	1098	[121,889,348,1208]	-676.49	1195.27	Lpp WT	0	0	0	225	1058	0.00200517	
4	5	1	0	2	10	1748	1069	[1522,992,1847,1201]	-541.05	1191.91	Lpp WT	0	0	0	1674	1093	0.00322103	
4	5	1	0	2	11	1702	1270	[1609,1144,1826,1501]	-536.88	1173.21	Lpp WT	0	0	0	1719	1294	NaN	
4	5	1	0	2	12	1972	1309	[1852,1165,2092,1433]	-512.87	1171.81	Lpp WT	0	0	0	1976	1309	0.00194736	
4	5	1	0	2	13	880	1219	[726,987,1016,1343]	-614.66	1184.13	Lpp WT	0	0	0	886	1177	0.00155537	
4	5	1	0	2	14	373	1307	[234,1207,525,1427]	-661.48	1172.54	Lpp WT	0	0	0	385	1301	0.00264869	
4	5	1	0	2	15	1582	1401	[1450,1247,1794,1546]	-547.68	1162.93	Lpp WT	0	0	0	1603	1404	0.00222143	
4	5	1	0	2	16	276	1411	[155,1306,386,1526]	-672.52	1161.92	Lpp WT	0	0	0	267	1414	NaN	
4	5	1	0	2	17	1252	1431	[1048,1273,1517,1607]	-578.82	1158.38	Lpp WT	0	0	0	1270	1452	0.00264461	
4	5	1	0	2	18	94	1546	[16,1458,236,1686]	-686.53	1147.76	Lpp WT	0	0	0	117	1566	0.00168896	
4	5	1	0	2	19	731	2014	[605,1835,858,2158]	-629.14	1106.95	Lpp WT	0	0	0	731	2003	0.00331366	
4	5	1	1	2	1	591	102	[394,13,798,188]	-641.38	1284.58	Lpp WT	3599.36	-3.17724	-3.83138	600	102	0.00118793	
4	5	1	1	2	2	1612	140	[1428,1,1815,303]	-544.9	1280.74	Lpp WT	3599.36	-5.7938	-1.12138	1633	143	0.00169132	
4	5	1	1	2	3	1322	229	[991,1,1461,331]	-582.65	1277.33	Lpp WT	3599.36	-2.80345	3.27069	1229	179	0.00070285	
4	5	1	1	2	5	1062	564	[920,424,1190,694]	-598.6	1241.36	Lpp WT	3599.36	-4.76587	-4.57897	1058	564	0.00114778	
4	5	1	1	2	6	1564	644	[1489,563,1678,722]	-550.18	1233.09	Lpp WT	3599.36	-8.22346	-6.44794	1576	653	0.00186728	
4	5	1	1	2	7	418	832	[268,719,541,960]	-658.52	1215.91	Lpp WT	3599.36	0.186897	-7.56932	417	837	0.0014929	
4	5	1	1	2	9	142	1056	[77,873,268,1123]	-681.9	1200.04	Lpp WT	3599.36	-5.42001	-4.76587	167	1007	0.00126981	
4	5	1	1	2	10	1525	1067	[1421,872,1721,1175]	-551.89	1196.03	Lpp WT	3599.36	-10.84	-4.11173	1558	1049	0.00184108	
4	5	1	1	2	12	1915	1251	[1775,1120,2069,1390]	-517.61	1176.87	Lpp WT	3599.36	-4.76587	-5.13966	1925	1254	0.00111672	
4	5	1	1	2	13	830	1206	[666,1088,951,1312]	-620.14	1182.66	Lpp WT	3599.36	-5.42001	1.40173	828	1192	0.00127076	
4	5	1	1	2	14	350	1257	[126,1152,473,1472]	-671.06	1172.29	Lpp WT	3599.36	-9.53173	0.186897	283	1303	0.00152203	
4	5	1	1	2	15	1650	1445	[1539,1112,1774,1572]	-542.07	1168.59	Lpp WT	3599.36	5.6069	-5.70035	1663	1343	0.00156365	
4	5	1	1	2	17	1226	1367	[980,1201,1364,1519]	-585.71	1164.93	Lpp WT	3599.36	-6.91518	-6.54139	1196	1382	0.0018111	
4	5	1	1	2	18	66	1518	[1,1442,161,1595]	-690.89	1152.09	Lpp WT	3599.36	-4.29863	-4.29863	71	1520	0.00120222	
4	5	1	1	2	19	672	1917	[530,1694,849,2112]	-635.07	1117.26	Lpp WT	3599.36	-5.88725	-10.3728	668	1892	0.00261699	
4	5	1	1	2	20	916	442	[844,374,993,504]	-611.78	1252.92	Lpp WT	0	0	0	917	441	0.00144744	
4	5	1	1	2	21	651	571	[548,489,757,735]	-636.83	1238.69	Lpp WT	0	0	0	649	593	0.000870278	
4	5	1	1	2	22	2015	952	[1824,806,2158,1100]	-509.07	1204.96	Lpp WT	0	0	0	2016	954	0	
4	5	1	1	2	23	895	966	[748,863,1029,1098]	-614.89	1201.91	Lpp WT	0	0	0	884	987	0.00151049	
4	5	1	1	2	24	435	1004	[315,945,502,1063]	-658.62	1200.81	Lpp WT	0	0	0	416	998	0.00127773	
4	5	1	1	2	25	1493	1314	[1392,1209,1609,1480]	-557.44	1169.14	Lpp WT	0	0	0	1499	1337	0.000320943	
4	5	1	1	2	26	2053	1629	[1923,1513,2158,1766]	-505.23	1141.13	Lpp WT	0	0	0	2057	1637	0.000503793	
4	5	1	2	2	1	575	63	[523,7,702,127]	-640.19	1287.96	Lpp WT	7200.91	-1.96242	-7.19553	613	66	0.00068827	
4	5	1	2	2	2	1559	100	[1471,1,1761,230]	-549.29	1285.24	Lpp WT	7200.91	-10.1859	-5.6069	1586	95	0.00104487	
4	5	1	2	2	3	1223	187	[1028,1,1445,323]	-583.03	1278.03	Lpp WT	7200.91	-3.17724	2.61655	1225	172	0.000256504	
4	5	1	2	2	5	1056	550	[918,411,1186,677]	-599.05	1242.95	Lpp WT	7200.91	-5.23311	-6.16759	1053	547	0.000334561	
4	5	1	2	2	6	1576	627	[1477,525,1668,704]	-550.37	1236.05	Lpp WT	7200.91	-8.41035	-9.43829	1574	621	0.000527682	
4	5	1	2	2	7	416	812	[280,679,536,931]	-658.63	1219.03	Lpp WT	7200.91	0.0934484	-10.7466	416	803	0.000687598	
4	5	1	2	2	9	141	1029	[73,842,278,1092]	-682.59	1201.76	Lpp WT	7200.91	-6.16759	-6.54139	159	988	0.00082896	
4	5	1	2	2	10	1524	1073	[1428,958,1724,1178]	-550.57	1195.03	Lpp WT	7200.91	-9.53173	-3.0838	1572	1060	0.000418186	
4	5	1	2	2	12	1943	1253	[1789,1100,2087,1412]	-516.53	1177.02	Lpp WT	7200.91	-3.73794	-5.23311	1936	1253	0.000213209	
4	5	1	2	2	13	801	1220	[688,1123,899,1323]	-623.01	1180.63	Lpp WT	7200.91	-8.31691	3.45759	797	1214	0.00069135	
4	5	1	2	2	14	306	1280	[107,1151,487,1457]	-669.81	1173.08	Lpp WT	7200.91	-8.31691	-0.56069	296	1295	0.000315582	
4	5	1	2	2	15	1665	1468	[1494,1097,1783,1621]	-542.87	1165.4	Lpp WT	7200.91	4.85932	-2.52311	1655	1377	0.00083157	
4	5	1	2	2	17	1198	1386	[1032,1208,1481,1541]	-582.46	1163.66	Lpp WT	7200.91	-3.64449	-5.23311	1231	1396	0.000904608	
4	5	1	2	2	18	98	1546	[1,1382,204,1658]	-689.07	1150.21	Lpp WT	7200.91	-2.52311	-2.42966	90	1540	0.00056761	
4	5	1	2	2	19	667	1844	[550,1630,847,1987]	-634.83	1124.25	Lpp WT	7200.91	-5.70035	-17.288	670	1818	0.00103401	
4	5	1	2	2	20	907	375	[835,285,967,472]	-613.08	1257.97	Lpp WT	3601.56	-1.30828	-5.04621	903	387	0.00103989	
4	5	1	2	2	21	660	560	[577,479,759,660]	-635.47	1241.48	Lpp WT	3601.56	1.40173	-2.80345	664	563	0.000593106	
4	5	1	2	2	22	2015	952	[1824,806,2158,1100]	-509.07	1204.96	Lpp WT	3601.56	0	0	2016	954	0.000417872	
4	5	1	2	2	23	838	982	[566,808,1054,1156]	-620.29	1202.29	Lpp WT	3601.56	-5.42001	-0.467242	826	982	0.000796457	
4	5	1	2	2	24	464	996	[326,880,586,1081]	-654.17	1201.89	Lpp WT	3601.56	4.48552	-1.02793	464	987	0.00147647	
4	5	1	2	2	25	1496	1299	[1395,1188,1604,1466]	-557.1	1170.25	Lpp WT	3601.56	0.280345	-1.12138	1502	1325	0.000239441	
4	5	1	2	2	26	2057	1624	[1903,1504,2158,1733]	-505.62	1142.88	Lpp WT	3601.56	-0.373794	-1.77552	2053	1618	0.000371592	
4	5	1	2	2	27	1680	169	[1537,63,1784,278]	-541.17	1276.66	Lpp WT	0	0	0	1673	187	0.000473706	
4	5	1	3	2	1	594	62	[550,8,654,111]	-641.44	1288.61	Lpp WT	10800.8	-3.17724	-7.84966	600	59	0.000634785	
4	5	1	3	2	2	1559	102	[1465,1,1686,194]	-550.5	1285.47	Lpp WT	10800.8	-11.4007	-5.88725	1573	92	0.000346335	
4	5	1	3	2	3	1214	191	[996,15,1450,337]	-583.42	1276.99	Lpp WT	10800.8	-3.55104	3.64449	1221	183	0.00022765	
4	5	1	3	2	5	1057	546	[930,411,1188,676]	-598.35	1243.04	Lpp WT	10800.8	-4.48552	-6.26104	1061	546	0.000151473	
4	5	1	3	2	6	1579	614	[1514,559,1644,675]	-549.9	1236.72	Lpp WT	10800.8	-7.94311	-10.0924	1579	614	0.000489051	
4	5	1	3	2	7	420	821	[288,700,541,945]	-658.09	1217.35	Lpp WT	10800.8	0.654139	-9.06449	422	821	0.000312514	
4	5	1	3	2	9	141	1025	[77,950,201,1093]	-684.85	1198.39	Lpp WT	10800.8	-8.41035	-3.17724	135	1024	0.00105926	
4	5	1	3	2	10	1521	1065	[1409,884,1725,1166]	-551.37	1196.12	Lpp WT	10800.8	-10.2793	-4.20518	1564	1048	0.000239159	
4	5	1	3	2	12	1951	1257	[1784,1091,2116,1414]	-516.12	1176.83	Lpp WT	10800.8	-3.27069	-5.04621	1941	1255	0.000123437	
4	5	1	3	2	13	804	1198	[714,1106,895,1302]	-622.27	1181.82	Lpp WT	10800.8	-7.56932	2.24276	805	1201	0.000536695	
4	5	1	3	2	14	278	1298	[170,1144,407,1428]	-669.96	1173.93	Lpp WT	10800.8	-8.41035	-1.40173	295	1286	0.00030658	
4	5	1	3	2	15	1648	1516	[1486,1109,1770,1625]	-542.58	1162.67	Lpp WT	10800.8	5.13966	0.186897	1658	1406	0.00053907	
4	5	1	3	2	17	1198	1397	[1065,1245,1357,1540]	-585.45	1163.77	Lpp WT	10800.8	-6.63483	-5.32656	1199	1395	0.000813018	
4	5	1	3	2	18	80	1525	[1,1432,214,1612]	-688.55	1151.59	Lpp WT	10800.8	-1.96242	-3.83138	96	1525	0.000896312	
4	5	1	3	2	19	680	1847	[541,1647,817,1994]	-635.24	1124.57	Lpp WT	10800.8	-6.07414	-17.6617	666	1814	0.000149136	
4	5	1	3	2	20	912	400	[839,339,976,486]	-612.38	1255.81	Lpp WT	7201.41	-0.56069	-2.8969	911	410	0.000480347	
4	5	1	3	2	21	668	568	[586,486,767,656]	-634.31	1241.27	Lpp WT	7201.41	2.52311	-2.61655	676	565	0.000309886	
4	5	1	3	2	22	2022	935	[1875,777,2158,1114]	-506.36	1206.26	Lpp WT	7201.41	2.71	-1.30828	2045	940	0.000522721	
4	5	1	3	2	23	882	977	[538,813,1064,1158]	-620.62	1202.25	Lpp WT	7201.41	-5.70035	-0.373794	823	983	0.00014491	
4	5	1	3	2	24	417	1051	[348,955,471,1109]	-658.66	1197.93	Lpp WT	7201.41	-0.0934484	2.8969	415	1029	0.00172669	
4	5	1	3	2	25	1505	1322	[1381,1183,1613,1482]	-557.01	1169.7	Lpp WT	7201.41	0.373794	-0.56069	1503	1331	0.000107996	
4	5	1	3	2	26	2049	1611	[1941,1497,2158,1769]	-504.84	1142.71	Lpp WT	7201.41	0.467242	-1.58862	2062	1620	0.000353727	
4	5	1	3	2	27	1704	190	[1497,1,1793,272]	-540.85	1278.29	Lpp WT	3599.86	0.280345	-1.68207	1676	169	0.00100887	
4	5	1	4	2	1	556	59	[506,9,632,109]	-644.59	1288.82	Lpp WT	14399.2	-6.35449	-8.13001	566	56	0.000886393	
4	5	1	4	2	3	1209	191	[993,1,1503,317]	-582.92	1277.28	Lpp WT	14399.2	-3.0838	3.36414	1226	180	0.000540984	
4	5	1	4	2	5	1061	540	[932,410,1193,688]	-598.08	1243.25	Lpp WT	14399.2	-4.20518	-6.44794	1064	544	0.000112987	
4	5	1	4	2	6	1604	610	[1507,490,1717,749]	-547.5	1235.54	Lpp WT	14399.2	-5.51345	-8.8776	1605	627	0.000424119	
4	5	1	4	2	7	421	823	[281,703,549,942]	-657.63	1217.51	Lpp WT	14399.2	1.12138	-9.15794	427	820	0.000131087	
4	5	1	4	2	9	134	1023	[66,844,197,1091]	-685.35	1201.98	Lpp WT	14399.2	-8.8776	-6.72828	130	986	0.00113564	
4	5	1	4	2	10	1531	1065	[1433,886,1723,1167]	-550.97	1196.16	Lpp WT	14399.2	-9.90553	-4.20518	1568	1048	0.000162061	
4	5	1	4	2	12	1956	1257	[1771,1108,2119,1418]	-516.17	1176.41	Lpp WT	14399.2	-3.36414	-4.67242	1940	1259	0.000108589	
4	5	1	4	2	13	790	1174	[696,1101,866,1284]	-623.59	1183.95	Lpp WT	14399.2	-8.8776	0.186897	791	1179	0.000774814	
4	5	1	4	2	14	306	1239	[167,1156,450,1412]	-668.62	1173.56	Lpp WT	14399.2	-7.10208	-1.02793	309	1290	0.000968234	
4	5	1	4	2	15	1651	1510	[1518,1173,1761,1616]	-542.28	1161.58	Lpp WT	14399.2	5.42001	1.30828	1661	1418	0.000349549	
4	5	1	4	2	17	1151	1409	[1005,1283,1347,1553]	-587.21	1161.52	Lpp WT	14399.2	-8.41035	-3.0838	1180	1419	0.000600499	
4	5	1	4	2	18	116	1551	[1,1471,211,1710]	-687.23	1146.82	Lpp WT	14399.2	-0.654139	0.934484	110	1576	0.000885034	
4	5	1	4	2	19	667	1834	[529,1638,821,1985]	-634.99	1124.12	Lpp WT	14399.2	-5.7938	-17.1945	669	1819	0.00159575	
4	5	1	4	2	20	917	423	[826,323,973,481]	-613.49	1256.16	Lpp WT	10799.8	-1.68207	-3.27069	899	406	0.00027509	
4	5	1	4	2	21	690	548	[594,468,789,664]	-633.28	1241.63	Lpp WT	10799.8	3.55104	-2.99035	687	561	0.000350487	
4	5	1	4	2	22	2036	954	[1871,778,2158,1104]	-505.62	1206.39	Lpp WT	10799.8	3.45759	-1.40173	2053	939	0.000191723	
4	5	1	4	2	23	887	978	[585,819,1069,1162]	-619.84	1202.28	Lpp WT	10799.8	-4.95276	-0.373794	831	983	0.000285563	
4	5	1	4	2	24	484	1030	[351,916,592,1125]	-652.33	1198.69	Lpp WT	10799.8	6.26104	2.14931	483	1021	0.00110281	
4	5	1	4	2	25	1507	1327	[1389,1174,1614,1478]	-556.97	1169.91	Lpp WT	10799.8	0.467242	-0.747587	1504	1329	0.000111118	
4	5	1	4	2	26	2045	1641	[1911,1509,2158,1765]	-505.38	1141.11	Lpp WT	10799.8	-0.0934484	0	2056	1637	0.000549823	
4	5	1	4	2	27	1614	132	[1457,1,1783,273]	-545	1282	Lpp WT	7198.25	-3.83138	-5.42001	1632	129	0.00167274	
4	5	1	4	2	28	1439	568	[1337,475,1540,709]	-561.97	1240.26	Lpp WT	0	0	0	1450	576	0.000106999	
4	5	1	5	2	3	1244	202	[1095,84,1442,311]	-580.05	1275.61	Lpp WT	18000.1	-0.186897	5.04621	1257	198	0.00100561	
4	5	1	5	2	5	1057	538	[927,395,1193,689]	-598.12	1243.75	Lpp WT	18000.1	-4.29863	-6.91518	1063	539	0.000132367	
4	5	1	5	2	6	1601	612	[1499,490,1715,748]	-547.82	1235.68	Lpp WT	18000.1	-5.7938	-9.06449	1602	625	0.000169248	
4	5	1	5	2	7	408	823	[296,692,544,941]	-657.94	1217.16	Lpp WT	18000.1	0.747587	-8.8776	423	823	0.000176553	
4	5	1	5	2	9	124	1036	[74,966,182,1102]	-685.68	1197.38	Lpp WT	18000.1	-9.25139	-2.14931	126	1035	0.00076595	
4	5	1	5	2	10	1524	1065	[1419,964,1714,1168]	-551.54	1195.57	Lpp WT	18000.1	-10.4662	-3.64449	1562	1054	0.000176319	
4	5	1	5	2	12	1938	1262	[1775,1084,2104,1416]	-516.46	1176.69	Lpp WT	18000.1	-3.64449	-4.95276	1937	1256	0.000148665	
4	5	1	5	2	13	823	1212	[690,1104,935,1321]	-620.9	1182.34	Lpp WT	18000.1	-6.16759	1.77552	820	1196	0.000465339	
4	5	1	5	2	14	256	1325	[172,1237,353,1396]	-673.47	1170.72	Lpp WT	18000.1	-11.9614	1.77552	257	1320	0.000872806	
4	5	1	5	2	15	1645	1495	[1483,1174,1750,1611]	-543.59	1161.19	Lpp WT	18000.1	4.11173	1.68207	1647	1422	0.000377853	
4	5	1	5	2	17	1190	1397	[1040,1217,1337,1552]	-586.59	1162.76	Lpp WT	18000.1	-7.75622	-4.39207	1187	1405	0.000322829	
4	5	1	5	2	18	120	1557	[1,1441,220,1701]	-686.89	1148.26	Lpp WT	18000.1	-0.373794	-0.467242	113	1561	0.000610844	
4	5	1	5	2	19	667	1940	[519,1712,817,2158]	-634.54	1113.18	Lpp WT	18000.1	-5.32656	-6.26104	674	1936	0.0022014	
4	5	1	5	2	20	904	415	[828,352,972,479]	-613.18	1255.39	Lpp WT	14400.8	-1.40173	-2.52311	902	414	0.000151943	
4	5	1	5	2	21	689	570	[602,483,778,692]	-633.54	1240.3	Lpp WT	14400.8	3.27069	-1.58862	684	576	0.000523818	
4	5	1	5	2	22	2033	924	[1904,788,2158,1117]	-505.11	1206.07	Lpp WT	14400.8	4.01828	-1.12138	2059	942	0.000105426	
4	5	1	5	2	23	820	970	[550,828,1055,1121]	-621.1	1202.21	Lpp WT	14400.8	-6.26104	-0.373794	817	983	0.000257398	
4	5	1	5	2	24	465	1035	[353,911,589,1150]	-652.71	1197.2	Lpp WT	14400.8	5.88725	3.64449	479	1037	0.000517077	
4	5	1	5	2	25	1503	1310	[1389,1175,1611,1479]	-557.13	1170.5	Lpp WT	14400.8	0.280345	-1.30828	1502	1323	0.00116501	
4	5	1	5	2	26	2052	1663	[1935,1546,2158,1776]	-505.02	1138.89	Lpp WT	14400.8	0.280345	2.24276	2060	1661	0.000460924	
4	5	1	5	2	27	1686	170	[1540,75,1778,263]	-541.15	1276.81	Lpp WT	10799.2	0	-0.186897	1673	185	0.00120635	
4	5	1	5	2	28	1442	548	[1354,454,1532,707]	-561.58	1240.41	Lpp WT	3600.95	0.373794	-0.0934484	1454	575	0.00021142	
4	5	1	5	2	29	1712	40	[1667,1,1771,83]	-536.6	1290.7	Lpp WT	0	0	0	1722	36	0.00150745	
4	5	1	5	2	30	1559	104	[1467,1,1697,212]	-550.43	1285.46	Lpp WT	0	0	0	1574	92	0.00222548	
4	5	1	5	2	31	309	1217	[245,1159,384,1274]	-667.93	1180.6	Lpp WT	0	0	0	316	1215	0.00135877	
4	5	1	6	2	3	1238	191	[1042,55,1389,309]	-583.59	1277.14	Lpp WT	21598.8	-3.73794	3.45759	1219	181	0.000888326	
4	5	1	6	2	5	1060	533	[930,394,1190,661]	-598.03	1244.21	Lpp WT	21598.8	-4.20518	-7.38242	1064	534	0.000119661	
4	5	1	6	2	6	1600	614	[1488,481,1716,754]	-548.25	1236.43	Lpp WT	21598.8	-6.26104	-9.81208	1597	617	0.000205493	
